id,lat,long,year,status,status_description,elevation,slope_deg,bio1_temp_mean_annual,bio4_seasonality_temp,bio5_temp_max_warm,bio6_temp_min_cold,bio12_precip_annual,bio15_seasonality_precip,months_with_snow,winter_precip,estim_snow,months_above_25,max_temperature,summer_max_temperature,winter_max_temperature,min_temperature,summer_min_temperature,winter_min_temperature,Worst_drought,Worst_drought_YearBefore,AnnualMean_PDSI,AnnualMean_YearBefore_PDSI,summerMean_PDSI,summerMean_YearBefore_PDSI,months_with_drought,months_with_drought_YearBefore,winterMean_PDSI,winterMean_YearBefore_PDSI,Max_snow,Max_snow_YearBefore,AnnualMean_swe,AnnualMean_YearBefore_swe,coldSeasonMean_swe,coldSeasonMean_YearBefore_swe,months_with_snow_YearBefore,springMean_swe,springMean_YearBefore_swe
Grey 11 (Mt. Elwell),39.705,-120.6877,2019.0,0.0,long absence,2132.076,16.11,5.863666534423828,655.9221801757812,24.935998916625977,-6.920000076293945,1180.0,73.19073486328125,5.0,553.0,553.0,1.0,26.0,26.0,5.200000000000003,-8.5,5.0,-8.5,-2.0799999999999983,-2.469999999999999,1.371666666666668,-0.5966666666666663,2.2333333333333365,-0.3599999999999994,1.0,3.0,-0.5499999999999995,-0.9866666666666668,827.4000000000001,353.0,164.45833333333334,44.975,326.5166666666667,87.75,5.0,280.6000000000001,122.06666666666666
Grey 12,40.2268,-120.9716,2019.0,0.0,long absence,1946.148,36.63,6.169000148773193,652.374267578125,25.39200019836425,-6.668000221252441,935.0,66.78227996826172,4.0,412.0,412.0,1.0,26.200000000000003,26.200000000000003,4.700000000000003,-7.700000000000003,5.0,-7.700000000000003,-2.0,-2.3100000000000023,1.4175000000000004,-0.9975,2.270000000000001,-0.0400000000000015,0.0,2.0,-0.5033333333333326,-1.8433333333333335,589.6,221.20000000000002,121.45,29.26666666666667,241.61666666666667,57.95000000000001,4.0,178.9666666666667,74.9
Grey 16,40.0153,-121.3694,2019.0,0.0,long absence,1779.1176,27.05,6.94516658782959,647.1192016601562,26.336000442504883,-5.515999794006348,1379.0,74.85891723632812,4.0,638.0,446.0,2.0,27.10000000000001,27.10000000000001,7.0,-7.399999999999991,6.0,-7.399999999999991,-2.5,-2.780000000000001,1.0533333333333346,-1.7008333333333323,2.1699999999999995,-1.393333333333333,1.0,5.0,-1.6166666666666647,-2.063333333333333,528.0,241.70000000000002,80.26666666666667,22.441666666666666,160.53333333333333,44.366666666666674,2.0,122.86666666666667,81.60000000000001
Grey 17/PP1,40.0126,-121.3459,2019.0,0.0,long absence,1950.72,14.36,6.94516658782959,647.1192016601562,26.336000442504883,-5.515999794006348,1379.0,74.85891723632812,4.0,638.0,446.0,2.0,27.10000000000001,27.10000000000001,7.0,-7.399999999999991,6.0,-7.399999999999991,-2.5,-2.780000000000001,1.0533333333333346,-1.7008333333333323,2.1699999999999995,-1.393333333333333,1.0,5.0,-1.6166666666666647,-2.063333333333333,528.0,241.70000000000002,80.26666666666667,22.441666666666666,160.53333333333333,44.366666666666674,2.0,122.86666666666667,81.60000000000001
Grey 17/PP2,39.78405,-120.86891,2019.0,0.0,long absence,2212.848,9.1,6.680333137512207,637.2183837890625,25.6879997253418,-5.576000213623047,1247.0,75.22538757324219,4.0,591.0,591.0,1.0,26.60000000000001,26.60000000000001,6.400000000000006,-7.299999999999997,5.700000000000003,-7.299999999999997,-2.289999999999999,-2.5799999999999983,1.5183333333333344,-0.8199999999999991,2.24,-0.949999999999998,1.0,3.0,-0.009999999999998,-1.066666666666665,586.1,307.3,103.925,34.24166666666667,206.73333333333335,67.5,3.0,178.36666666666667,104.39999999999999
Grey 19,39.9944,-121.3966,2019.0,0.0,long absence,1738.884,10.43,7.569166660308838,626.4965209960938,26.64800071716309,-4.447999954223633,1451.0,75.6649169921875,2.0,675.0,0.0,2.0,27.5,27.5,8.200000000000003,-6.599999999999994,6.400000000000006,-6.599999999999994,-2.3599999999999994,-2.6499999999999986,1.2716666666666685,-1.3074999999999986,2.2433333333333345,-0.9866666666666668,1.0,4.0,-0.8499999999999991,-2.0199999999999982,519.3000000000001,201.9,65.44166666666666,17.208333333333332,130.88333333333333,34.0,1.0,86.73333333333333,68.13333333333334
Grey 21,39.4207,-120.6189,2019.0,1.0,recent absence,1991.868,26.07,6.7104997634887695,667.5568237304688,26.13599967956543,-6.4679999351501465,1348.0,78.0029525756836,4.0,655.0,655.0,1.0,27.3,27.3,6.299999999999997,-8.5,5.900000000000006,-8.5,-2.1000000000000014,-2.4399999999999977,1.6358333333333348,-0.4941666666666655,2.616666666666667,-0.3433333333333337,1.0,3.0,0.0400000000000015,-0.5999999999999966,720.0,345.20000000000005,133.86666666666667,38.116666666666674,266.4666666666667,75.18333333333334,3.0,217.60000000000002,117.16666666666669
Grey 22,39.474,-120.6644,2019.0,0.0,long absence,1685.8488,21.53,7.238500118255615,645.7735595703125,26.332000732421875,-5.452000141143799,1367.0,78.09003448486328,4.0,665.0,0.0,1.0,27.5,27.5,7.200000000000003,-7.599999999999994,6.299999999999997,-7.599999999999994,-2.1599999999999966,-2.469999999999999,1.633333333333334,-0.5283333333333324,2.62,-0.3966666666666659,1.0,3.0,0.003333333333335,-0.6166666666666648,605.4,288.6,88.47500000000001,28.433333333333334,176.16666666666666,56.15,3.0,140.33333333333334,97.63333333333334
Grey 28,40.4612,-121.5918,2019.0,1.0,recent absence,2224.1256000000003,9.82,6.165833473205566,605.5092163085938,24.56800079345703,-5.940000057220459,1163.0,63.26740264892578,4.0,482.0,311.0,1.0,25.200000000000003,25.200000000000003,7.799999999999997,-8.5,4.799999999999997,-8.5,-2.6000000000000014,-2.9099999999999966,1.0008333333333344,-1.9341666666666653,1.980000000000004,-1.5566666666666649,1.0,5.0,-1.683333333333335,-2.393333333333331,463.40000000000003,194.60000000000002,75.20833333333334,19.066666666666666,149.50000000000003,37.28333333333334,2.0,156.3,66.56666666666668
Grey 29,40.465,-121.5938,2019.0,1.0,recent absence,2136.0384,15.59,6.165833473205566,605.5092163085938,24.56800079345703,-5.940000057220459,1163.0,63.26740264892578,4.0,482.0,311.0,1.0,25.200000000000003,25.200000000000003,7.799999999999997,-8.5,4.799999999999997,-8.5,-2.6000000000000014,-2.9099999999999966,1.0008333333333344,-1.9341666666666653,1.980000000000004,-1.5566666666666649,1.0,5.0,-1.683333333333335,-2.393333333333331,463.40000000000003,194.60000000000002,75.20833333333334,19.066666666666666,149.50000000000003,37.28333333333334,2.0,156.3,66.56666666666668
Grey 31,40.47079998,-121.596046,2019.0,0.0,long absence,2068.3728,9.49,6.165833473205566,605.5092163085938,24.56800079345703,-5.940000057220459,1163.0,63.26740264892578,4.0,482.0,311.0,1.0,25.200000000000003,25.200000000000003,7.799999999999997,-8.5,4.799999999999997,-8.5,-2.6000000000000014,-2.9099999999999966,1.0008333333333344,-1.9341666666666653,1.980000000000004,-1.5566666666666649,1.0,5.0,-1.683333333333335,-2.393333333333331,463.40000000000003,194.60000000000002,75.20833333333334,19.066666666666666,149.50000000000003,37.28333333333334,2.0,156.3,66.56666666666668
H2,39.06021,-120.3272,2019.0,0.0,long absence,1820.2656,8.34,6.963833332061768,673.4244384765625,26.02400016784668,-6.912000179290772,1123.0,78.14100646972656,4.0,548.0,548.0,2.0,27.5,27.5,6.5,-7.899999999999991,6.700000000000003,-7.899999999999991,-1.7800000000000011,-2.1700000000000017,1.6166666666666671,-0.1208333333333323,2.916666666666669,0.6266666666666675,0.0,1.0,-0.426666666666667,-0.6866666666666651,619.1,184.0,96.79166666666667,24.191666666666666,193.58333333333334,48.0,3.0,89.03333333333335,62.1
RK1,39.29156,-119.96502,2019.0,0.0,long absence,2801.112,29.8,5.222833156585693,654.6077880859375,23.540000915527344,-7.447999954223633,750.0,66.27283477783203,5.0,343.0,442.0,1.0,25.200000000000003,25.200000000000003,4.799999999999997,-9.299999999999995,4.700000000000003,-9.299999999999995,-1.3299999999999983,-1.9200000000000017,1.182500000000001,0.0491666666666675,1.8000000000000018,0.9400000000000024,0.0,0.0,0.1066666666666667,-0.9200000000000016,615.0,256.3,124.92500000000001,31.433333333333337,246.4,60.43333333333334,4.0,211.9,90.30000000000001
RK2,39.29083,-119.95805,2019.0,1.0,recent absence,2865.1200000000003,19.57,5.551333427429199,674.6722412109375,24.20800018310547,-7.507999897003174,690.0,65.61034393310547,5.0,315.0,406.0,1.0,25.90000000000001,25.90000000000001,4.700000000000003,-9.299999999999995,5.200000000000003,-9.299999999999995,-1.3599999999999994,-1.93,1.1675000000000004,0.0266666666666684,1.716666666666666,0.8533333333333365,0.0,0.0,0.1133333333333344,-0.949999999999998,556.6,216.5,115.85000000000001,26.958333333333332,229.73333333333335,52.80000000000001,3.0,189.46666666666667,74.39999999999999
RK3,39.27942,-120.00357,2019.0,0.0,long absence,2602.992,28.51,5.244333267211914,651.9694213867188,23.552000045776367,-7.388000011444092,778.0,67.61497497558594,5.0,360.0,463.0,1.0,25.3,25.3,4.799999999999997,-9.299999999999995,4.700000000000003,-9.299999999999995,-1.3399999999999963,-1.9399999999999975,1.227500000000001,0.0650000000000006,1.9233333333333344,0.9633333333333336,0.0,0.0,0.0800000000000006,-0.8766666666666652,636.4000000000001,253.9,130.42500000000004,32.300000000000004,257.6000000000001,62.31666666666667,5.0,218.63333333333335,89.2
RK4,39.29075,-120.01593,2019.0,0.0,long absence,2706.6240000000003,6.03,5.244333267211914,651.9694213867188,23.552000045776367,-7.388000011444092,778.0,67.61497497558594,5.0,360.0,463.0,1.0,25.3,25.3,4.799999999999997,-9.299999999999995,4.700000000000003,-9.299999999999995,-1.3399999999999963,-1.9399999999999975,1.227500000000001,0.0650000000000006,1.9233333333333344,0.9633333333333336,0.0,0.0,0.0800000000000006,-0.8766666666666652,636.4000000000001,253.9,130.42500000000004,32.300000000000004,257.6000000000001,62.31666666666667,5.0,218.63333333333335,89.2
SBb (Sierra Buttes),39.60448897,-120.63903,2019.0,0.0,long absence,1892.808,42.85,5.9720001220703125,653.7310791015625,25.083999633789062,-6.763999938964844,1216.0,74.21369934082031,5.0,574.0,574.0,1.0,26.200000000000003,26.200000000000003,5.700000000000003,-8.700000000000003,5.200000000000003,-8.700000000000003,-2.0700000000000003,-2.449999999999996,1.4058333333333348,-0.5624999999999994,2.343333333333336,-0.3266666666666656,1.0,3.0,-0.5599999999999999,-0.9133333333333316,806.4000000000001,360.5,153.97500000000002,42.775,305.7333333333334,83.18333333333334,5.0,273.2333333333334,124.89999999999999
SBc  (Sierra Buttes),39.60401698,-120.63999,2019.0,1.0,recent absence,1898.5992,30.36,5.9720001220703125,653.7310791015625,25.083999633789062,-6.763999938964844,1216.0,74.21369934082031,5.0,574.0,574.0,1.0,26.200000000000003,26.200000000000003,5.700000000000003,-8.700000000000003,5.200000000000003,-8.700000000000003,-2.0700000000000003,-2.449999999999996,1.4058333333333348,-0.5624999999999994,2.343333333333336,-0.3266666666666656,1.0,3.0,-0.5599999999999999,-0.9133333333333316,806.4000000000001,360.5,153.97500000000002,42.775,305.7333333333334,83.18333333333334,5.0,273.2333333333334,124.89999999999999
SBd (Sierra Buttes),39.60345799,-120.651427,2019.0,1.0,recent absence,2212.5432,7.93,5.9720001220703125,653.7310791015625,25.083999633789062,-6.763999938964844,1216.0,74.21369934082031,5.0,574.0,574.0,1.0,26.200000000000003,26.200000000000003,5.700000000000003,-8.700000000000003,5.200000000000003,-8.700000000000003,-2.0700000000000003,-2.449999999999996,1.4058333333333348,-0.5624999999999994,2.343333333333336,-0.3266666666666656,1.0,3.0,-0.5599999999999999,-0.9133333333333316,806.4000000000001,360.5,153.97500000000002,42.775,305.7333333333334,83.18333333333334,5.0,273.2333333333334,124.89999999999999
SBf (Sierra Buttes),39.59918397,-120.653516,2019.0,0.0,long absence,2211.6288,27.32,5.9720001220703125,653.7310791015625,25.083999633789062,-6.763999938964844,1216.0,74.21369934082031,5.0,574.0,574.0,1.0,26.200000000000003,26.200000000000003,5.700000000000003,-8.700000000000003,5.200000000000003,-8.700000000000003,-2.0700000000000003,-2.449999999999996,1.4058333333333348,-0.5624999999999994,2.343333333333336,-0.3266666666666656,1.0,3.0,-0.5599999999999999,-0.9133333333333316,806.4000000000001,360.5,153.97500000000002,42.775,305.7333333333334,83.18333333333334,5.0,273.2333333333334,124.89999999999999
SBg (Sierra Buttes),39.59988504,-120.652967,2019.0,0.0,long absence,2241.4992,19.22,5.9720001220703125,653.7310791015625,25.083999633789062,-6.763999938964844,1216.0,74.21369934082031,5.0,574.0,574.0,1.0,26.200000000000003,26.200000000000003,5.700000000000003,-8.700000000000003,5.200000000000003,-8.700000000000003,-2.0700000000000003,-2.449999999999996,1.4058333333333348,-0.5624999999999994,2.343333333333336,-0.3266666666666656,1.0,3.0,-0.5599999999999999,-0.9133333333333316,806.4000000000001,360.5,153.97500000000002,42.775,305.7333333333334,83.18333333333334,5.0,273.2333333333334,124.89999999999999
Sba (Sierra Buttes),39.61038999,-120.635483,2019.0,0.0,long absence,1819.656,27.71,5.9720001220703125,653.7310791015625,25.083999633789062,-6.763999938964844,1216.0,74.21369934082031,5.0,574.0,574.0,1.0,26.200000000000003,26.200000000000003,5.700000000000003,-8.700000000000003,5.200000000000003,-8.700000000000003,-2.0700000000000003,-2.449999999999996,1.4058333333333348,-0.5624999999999994,2.343333333333336,-0.3266666666666656,1.0,3.0,-0.5599999999999999,-0.9133333333333316,806.4000000000001,360.5,153.97500000000002,42.775,305.7333333333334,83.18333333333334,5.0,273.2333333333334,124.89999999999999
Sbe (Sierra Buttes),39.59942403,-120.655445,2019.0,0.0,long absence,2339.6448,,5.9720001220703125,653.7310791015625,25.083999633789062,-6.763999938964844,1216.0,74.21369934082031,5.0,574.0,574.0,1.0,26.200000000000003,26.200000000000003,5.700000000000003,-8.700000000000003,5.200000000000003,-8.700000000000003,-2.0700000000000003,-2.449999999999996,1.4058333333333348,-0.5624999999999994,2.343333333333336,-0.3266666666666656,1.0,3.0,-0.5599999999999999,-0.9133333333333316,806.4000000000001,360.5,153.97500000000002,42.775,305.7333333333334,83.18333333333334,5.0,273.2333333333334,124.89999999999999
Thompson Peak1 (6 on RAP96),40.26059,-120.55727,2019.0,0.0,long absence,2361.0000755520005,23.5,6.381666660308838,676.1528930664062,26.312000274658203,-6.992000102996826,614.0,59.73516845703125,4.0,260.0,260.0,2.0,27.3,27.3,5.1000000000000085,-8.099999999999994,5.299999999999997,-8.099999999999994,-1.8299999999999983,-2.3500000000000014,1.4541666666666675,-0.8399999999999986,1.696666666666668,0.3200000000000026,0.0,2.0,-0.2166666666666662,-2.023333333333331,384.5,131.3,78.5,16.025000000000002,156.31666666666666,31.76666666666667,2.0,118.2666666666667,44.333333333333336
Thompson Peak1 (7 on RAP96),40.25211,-120.55419,2019.0,0.0,long absence,2182.000069824,24.82,6.381666660308838,676.1528930664062,26.312000274658203,-6.992000102996826,614.0,59.73516845703125,4.0,260.0,260.0,2.0,27.3,27.3,5.1000000000000085,-8.099999999999994,5.299999999999997,-8.099999999999994,-1.8299999999999983,-2.3500000000000014,1.4541666666666675,-0.8399999999999986,1.696666666666668,0.3200000000000026,0.0,2.0,-0.2166666666666662,-2.023333333333331,384.5,131.3,78.5,16.025000000000002,156.31666666666666,31.76666666666667,2.0,118.2666666666667,44.333333333333336
Thompson Peak1 (8 on RAP96),40.25395,-120.55463,2019.0,0.0,long absence,2217.000070944,22.14,6.381666660308838,676.1528930664062,26.312000274658203,-6.992000102996826,614.0,59.73516845703125,4.0,260.0,260.0,2.0,27.3,27.3,5.1000000000000085,-8.099999999999994,5.299999999999997,-8.099999999999994,-1.8299999999999983,-2.3500000000000014,1.4541666666666675,-0.8399999999999986,1.696666666666668,0.3200000000000026,0.0,2.0,-0.2166666666666662,-2.023333333333331,384.5,131.3,78.5,16.025000000000002,156.31666666666666,31.76666666666667,2.0,118.2666666666667,44.333333333333336
XT1,39.64156497,-120.112271,2019.0,0.0,long absence,2196.6936,32.49,6.665333271026611,714.149169921875,27.420000076293945,-7.992000102996826,630.0,62.61745834350586,4.0,278.0,278.0,2.0,28.90000000000001,28.90000000000001,5.200000000000003,-9.099999999999994,5.5,-9.099999999999994,-1.5,-2.1099999999999994,1.2741666666666671,-0.1208333333333323,1.7899999999999991,0.4566666666666681,0.0,1.0,0.0366666666666688,-0.8766666666666652,458.1,175.8,97.41666666666669,21.808333333333337,193.9666666666667,43.21666666666667,3.0,151.63333333333335,59.400000000000006
XT1,39.75803797,-119.976872,2019.0,0.0,long absence,2363.4192000000003,14.76,7.378166675567627,742.3795166015625,28.70400047302246,-7.527999877929687,499.0,56.15920639038086,4.0,210.0,210.0,2.0,30.099999999999994,30.099999999999994,5.6000000000000085,-9.0,6.1000000000000085,-9.0,-1.5499999999999972,-2.1499999999999986,1.3200000000000005,-0.1891666666666651,1.849999999999999,0.490000000000002,0.0,1.0,0.0066666666666677,-1.153333333333331,334.90000000000003,113.30000000000001,66.88333333333334,13.450000000000003,133.76666666666668,26.666666666666668,3.0,104.63333333333334,38.23333333333334
XT1,40.09008799,-120.677922,2019.0,0.0,long absence,1607.8200000000002,19.81,6.671499729156494,643.6004638671875,26.1879997253418,-6.156000137329102,782.0,66.67908477783203,4.0,349.0,349.0,2.0,27.10000000000001,27.10000000000001,5.900000000000006,-7.5,5.299999999999997,-7.5,-1.8900000000000008,-2.280000000000001,1.553333333333334,-0.4491666666666661,2.2466666666666675,0.3266666666666656,0.0,1.0,-0.3333333333333333,-1.7199999999999989,453.70000000000005,182.9,83.03333333333335,21.608333333333334,165.33333333333334,42.81666666666667,3.0,123.16666666666667,61.76666666666667
XT2,39.64377402,-120.115922,2019.0,0.0,long absence,2225.04,36.01,6.665333271026611,714.149169921875,27.420000076293945,-7.992000102996826,630.0,62.61745834350586,4.0,278.0,278.0,2.0,28.90000000000001,28.90000000000001,5.200000000000003,-9.099999999999994,5.5,-9.099999999999994,-1.5,-2.1099999999999994,1.2741666666666671,-0.1208333333333323,1.7899999999999991,0.4566666666666681,0.0,1.0,0.0366666666666688,-0.8766666666666652,458.1,175.8,97.41666666666669,21.808333333333337,193.9666666666667,43.21666666666667,3.0,151.63333333333335,59.400000000000006
XT2,39.76117096,-119.977691,2019.0,0.0,long absence,2290.572,20.27,7.378166675567627,742.3795166015625,28.70400047302246,-7.527999877929687,499.0,56.15920639038086,4.0,210.0,210.0,2.0,30.099999999999994,30.099999999999994,5.6000000000000085,-9.0,6.1000000000000085,-9.0,-1.5499999999999972,-2.1499999999999986,1.3200000000000005,-0.1891666666666651,1.849999999999999,0.490000000000002,0.0,1.0,0.0066666666666677,-1.153333333333331,334.90000000000003,113.30000000000001,66.88333333333334,13.450000000000003,133.76666666666668,26.666666666666668,3.0,104.63333333333334,38.23333333333334
XT2,40.08780099,-120.677705,2019.0,0.0,long absence,1521.8664,,6.671499729156494,643.6004638671875,26.1879997253418,-6.156000137329102,782.0,66.67908477783203,4.0,349.0,349.0,2.0,27.10000000000001,27.10000000000001,5.900000000000006,-7.5,5.299999999999997,-7.5,-1.8900000000000008,-2.280000000000001,1.553333333333334,-0.4491666666666661,2.2466666666666675,0.3266666666666656,0.0,1.0,-0.3333333333333333,-1.7199999999999989,453.70000000000005,182.9,83.03333333333335,21.608333333333334,165.33333333333334,42.81666666666667,3.0,123.16666666666667,61.76666666666667
a,39.5372,-120.0706,2019.0,0.0,long absence,1972.9704,10.86,6.319499969482422,712.941162109375,26.60400009155273,-8.420000076293945,649.0,65.4400863647461,4.0,292.0,292.0,2.0,28.200000000000003,28.200000000000003,4.5,-9.200000000000005,5.5,-9.200000000000005,-1.4799999999999969,-2.1300000000000026,1.2866666666666682,-0.114999999999999,1.8100000000000025,0.4366666666666698,0.0,1.0,0.080000000000003,-0.8233333333333329,501.40000000000003,205.4,109.00833333333334,26.8,217.03333333333333,53.13333333333333,4.0,168.4,69.4
a,39.5997,-120.3261,2019.0,0.0,long absence,1741.0176,26.25,7.516666889190674,696.0443725585938,28.72800064086914,-7.967999935150146,737.0,70.86856842041016,4.0,344.0,233.0,2.0,30.099999999999994,30.099999999999994,6.400000000000006,-8.5,6.0,-8.5,-1.5799999999999983,-2.1499999999999986,1.3491666666666675,-0.0808333333333332,2.086666666666668,0.4933333333333323,0.0,1.0,-0.0733333333333329,-0.7999999999999995,508.3,118.30000000000001,73.775,16.783333333333335,147.55,33.35,3.0,54.666666666666664,39.86666666666667
a,39.6009,-119.9362,2019.0,0.0,long absence,2357.0184,1.59,6.950333595275879,736.429931640625,27.804000854492188,-7.9120001792907715,525.0,59.64372634887695,4.0,229.0,229.0,2.0,29.30000000000001,29.30000000000001,4.799999999999997,-8.799999999999997,6.1000000000000085,-8.799999999999997,-1.5,-2.1000000000000014,1.294166666666668,-0.139166666666665,1.8033333333333343,0.4966666666666697,0.0,1.0,0.0700000000000026,-1.0166666666666655,385.40000000000003,129.6,80.51666666666668,16.125,161.03333333333336,31.983333333333334,3.0,119.53333333333335,43.73333333333333
